-0.046862,0.0031103
-0.035253,0.0089153
-0.023644,0.022644
-0.012035,0.051617
-0.00042608,0.10607
0.011183,0.1964
0.022792,0.32875
0.034401,0.49892
0.046009,0.68955
0.057618,0.87309
0.069227,1.0215
0.080836,1.1175
0.092445,1.1618
0.10405,1.1705
0.11566,1.166
0.12727,1.1662
0.13888,1.1786
0.15049,1.1994
0.1621,1.219
0.17371,1.2271
0.18532,1.2164
0.19692,1.1843
0.20853,1.1334
0.22014,1.0709
0.23175,1.0074
0.24336,0.95318
0.25497,0.9151
0.26658,0.89306
0.27819,0.88065
0.2898,0.86895
0.3014,0.85183
0.31301,0.8297
0.32462,0.80914
0.33623,0.79946
0.34784,0.80679
0.35945,0.83223
0.37106,0.87252
0.38267,0.92285
0.39428,0.97939
0.40588,1.0389
0.41749,1.0963
0.4291,1.1426
0.44071,1.1663
0.45232,1.1575
0.46393,1.1144
0.47554,1.0478
0.48715,0.97939
0.49876,0.93317
0.51036,0.9247
0.52197,0.95365
0.53358,1.0054
0.54519,1.0591
0.5568,1.0989
0.56841,1.1192
0.58002,1.1244
0.59163,1.1231
0.60324,1.1213
0.61484,1.1186
0.62645,1.1104
0.63806,1.0932
0.64967,1.0695
0.66128,1.0474
0.67289,1.0351
0.6845,1.0348
0.69611,1.0412
0.70772,1.0459
0.71932,1.0438
0.73093,1.0366
0.74254,1.0302
0.75415,1.0299
0.76576,1.0376
0.77737,1.051
0.78898,1.0665
0.80059,1.0808
0.8122,1.0928
0.8238,1.1033
0.83541,1.1153
0.84702,1.1328
0.85863,1.1584
0.87024,1.1917
0.88185,1.2269
0.89346,1.2519
0.90507,1.2505
0.91668,1.206
0.92828,1.1088
0.93989,0.9629
0.9515,0.78696
0.96311,0.60817
0.97472,0.451
0.98633,0.32811
0.99794,0.23888
1.0095,0.1746
1.0212,0.1258
1.0328,0.08683
1.0444,0.055853
1.056,0.032821
1.0676,0.017415
1.0792,0.0082548
1.0908,0.0035399
1.1024,0.0013523
