-0.06424,9.6641e-05
-0.052168,0.00024618
-0.040095,0.00057463
-0.028023,0.0012459
-0.015951,0.00251
-0.0038788,0.0047397
0.0081934,0.0083818
0.020266,0.013903
0.032338,0.021784
0.04441,0.032269
0.056482,0.045574
0.068554,0.061671
0.080627,0.080735
0.092699,0.10299
0.10477,0.12906
0.11684,0.15968
0.12892,0.19549
0.14099,0.23672
0.15306,0.28291
0.16513,0.33322
0.1772,0.38615
0.18928,0.44059
0.20135,0.49584
0.21342,0.55176
0.22549,0.60861
0.23756,0.66651
0.24964,0.72513
0.26171,0.78343
0.27378,0.83962
0.28585,0.89161
0.29793,0.9374
0.31,0.97541
0.32207,1.005
0.33414,1.027
0.34621,1.0426
0.35829,1.0546
0.37036,1.0657
0.38243,1.0784
0.3945,1.0943
0.40658,1.1136
0.41865,1.1359
0.43072,1.1602
0.44279,1.1854
0.45486,1.2106
0.46694,1.2346
0.47901,1.256
0.49108,1.2733
0.50315,1.2856
0.51523,1.2925
0.5273,1.2953
0.53937,1.2952
0.55144,1.2934
0.56351,1.2903
0.57559,1.286
0.58766,1.2809
0.59973,1.2755
0.6118,1.2707
0.62387,1.2669
0.63595,1.2639
0.64802,1.2606
0.66009,1.2554
0.67216,1.2468
0.68424,1.2339
0.69631,1.217
0.70838,1.1969
0.72045,1.1751
0.73252,1.1537
0.7446,1.1351
0.75667,1.1209
0.76874,1.112
0.78081,1.1081
0.79289,1.1078
0.80496,1.109
0.81703,1.1096
0.8291,1.1084
0.84117,1.1042
0.85325,1.0962
0.86532,1.0837
0.87739,1.0657
0.88946,1.043
0.90153,1.0201
0.91361,1.0062
0.92568,1.0142
0.93775,1.056
0.94982,1.1352
0.9619,1.2413
0.97397,1.3492
0.98604,1.4244
0.99811,1.4351
1.0102,1.3634
1.0223,1.2125
1.0343,1.0049
1.0464,0.77422
1.0585,0.55362
1.0705,0.36714
1.0826,0.22568
1.0947,0.12853
1.1068,0.067839
1.1188,0.033177
1.1309,0.015031
