-0.047389,0.0031053
-0.035769,0.0088666
-0.02415,0.022448
-0.01253,0.051048
-0.00091051,0.10474
0.010709,0.19381
0.022329,0.32442
0.033948,0.49274
0.045568,0.68197
0.057187,0.86519
0.068807,1.0146
0.080426,1.1127
0.092046,1.1594
0.10367,1.17
0.11528,1.1664
0.1269,1.1666
0.13852,1.1784
0.15014,1.1987
0.16176,1.218
0.17338,1.2263
0.185,1.216
0.19662,1.1846
0.20824,1.1344
0.21986,1.0725
0.23148,1.0092
0.2431,0.95497
0.25472,0.91647
0.26634,0.89383
0.27796,0.88089
0.28958,0.86894
0.3012,0.85194
0.31282,0.83014
0.32444,0.80995
0.33606,0.80026
0.34768,0.80741
0.35929,0.83248
0.37091,0.8724
0.38253,0.92251
0.39415,0.9789
0.40577,1.0383
0.41739,1.0953
0.42901,1.1413
0.44063,1.1648
0.45225,1.1561
0.46387,1.1137
0.47549,1.048
0.48711,0.9806
0.49873,0.93496
0.51035,0.92643
0.52197,0.95465
0.53359,1.0055
0.54521,1.0585
0.55683,1.0981
0.56845,1.1185
0.58007,1.1241
0.59169,1.1231
0.6033,1.1213
0.61492,1.1184
0.62654,1.1099
0.63816,1.0927
0.64978,1.0693
0.6614,1.0476
0.67302,1.0356
0.68464,1.0352
0.69626,1.0412
0.70788,1.0456
0.7195,1.0435
0.73112,1.0365
0.74274,1.0304
0.75436,1.0303
0.76598,1.038
0.7776,1.0514
0.78922,1.0667
0.80084,1.081
0.81246,1.093
0.82408,1.1036
0.8357,1.1159
0.84731,1.1337
0.85893,1.1596
0.87055,1.1928
0.88217,1.2273
0.89379,1.2511
0.90541,1.2479
0.91703,1.2014
0.92865,1.1027
0.94027,0.95618
0.95189,0.78079
0.96351,0.60332
0.97513,0.44763
0.98675,0.32584
0.99837,0.23721
1.01,0.17318
1.0216,0.12454
1.0332,0.085794
1.0448,0.055115
1.0565,0.032373
1.0681,0.017186
1.0797,0.0081582
1.0913,0.0035084
1.1029,0.0013453
