-0.069422,9.2941e-05
-0.057245,0.00022266
-0.045068,0.00050803
-0.032891,0.0010823
-0.020714,0.0021469
-0.0085372,0.0040121
0.0036396,0.0070477
0.015817,0.011653
0.027993,0.018297
0.04017,0.027245
0.052347,0.038836
0.064524,0.05319
0.076701,0.070668
0.088878,0.091573
0.10105,0.1166
0.11323,0.14644
0.12541,0.18173
0.13759,0.22269
0.14976,0.26892
0.16194,0.31968
0.17412,0.3733
0.18629,0.4285
0.19847,0.48412
0.21065,0.5395
0.22282,0.59451
0.235,0.64902
0.24718,0.70301
0.25935,0.75583
0.27153,0.80671
0.28371,0.85449
0.29588,0.89799
0.30806,0.93639
0.32024,0.9696
0.33242,0.99778
0.34459,1.022
0.35677,1.0434
0.36895,1.0633
0.38112,1.0823
0.3933,1.1006
0.40548,1.1181
0.41765,1.1348
0.42983,1.1512
0.44201,1.1676
0.45418,1.1845
0.46636,1.202
0.47854,1.2188
0.49071,1.2338
0.50289,1.246
0.51507,1.2552
0.52724,1.2629
0.53942,1.2701
0.5516,1.2775
0.56378,1.2849
0.57595,1.2908
0.58813,1.2933
0.60031,1.2912
0.61248,1.2841
0.62466,1.2729
0.63684,1.2586
0.64901,1.2424
0.66119,1.2255
0.67337,1.208
0.68554,1.1904
0.69772,1.173
0.7099,1.1561
0.72207,1.1399
0.73425,1.1252
0.74643,1.1125
0.75861,1.102
0.77078,1.0939
0.78296,1.0874
0.79514,1.0817
0.80731,1.0754
0.81949,1.0679
0.83167,1.0584
0.84384,1.0466
0.85602,1.0326
0.8682,1.0166
0.88037,0.99969
0.89255,0.98548
0.90473,0.98113
0.9169,0.99711
0.92908,1.0443
0.94126,1.1287
0.95344,1.2456
0.96561,1.3764
0.97779,1.4909
0.98997,1.5547
1.0021,1.541
1.0143,1.4397
1.0265,1.2613
1.0387,1.0329
1.0509,0.78927
1.063,0.56207
1.0752,0.3728
1.0874,0.23021
1.0996,0.13229
1.1117,0.070773
1.1239,0.035239
1.1361,0.016328
