-0.055532,4.5468e-05
-0.043715,0.00014094
-0.031898,0.00038237
-0.020081,0.00093431
-0.0082639,0.0020876
0.0035532,0.0042831
0.01537,0.0080919
0.027187,0.014077
0.039004,0.022635
0.050821,0.033716
0.062638,0.046692
0.074455,0.060581
0.086272,0.074339
0.09809,0.087564
0.10991,0.10087
0.12172,0.1161
0.13354,0.13574
0.14536,0.16212
0.15717,0.19661
0.16899,0.23865
0.18081,0.28615
0.19263,0.33619
0.20444,0.38535
0.21626,0.43159
0.22808,0.47421
0.23989,0.5138
0.25171,0.5518
0.26353,0.58941
0.27535,0.6275
0.28716,0.66613
0.29898,0.70473
0.3108,0.74249
0.32261,0.77859
0.33443,0.81268
0.34625,0.84477
0.35806,0.8753
0.36988,0.90336
0.3817,0.92784
0.39352,0.94729
0.40533,0.96063
0.41715,0.96862
0.42897,0.97411
0.44078,0.98147
0.4526,0.99508
0.46442,1.0169
0.47624,1.045
0.48805,1.0741
0.49987,1.0988
0.51169,1.1161
0.5235,1.1278
0.53532,1.138
0.54714,1.1512
0.55895,1.1688
0.57077,1.189
0.58259,1.2086
0.59441,1.2249
0.60622,1.2371
0.61804,1.2462
0.62986,1.2539
0.64167,1.2614
0.65349,1.2682
0.66531,1.2734
0.67712,1.2755
0.68894,1.2744
0.70076,1.2713
0.71258,1.2685
0.72439,1.2681
0.73621,1.2714
0.74803,1.2788
0.75984,1.2896
0.77166,1.3033
0.78348,1.319
0.7953,1.336
0.80711,1.354
0.81893,1.3728
0.83075,1.3918
0.84256,1.4096
0.85438,1.4228
0.8662,1.4235
0.87801,1.403
0.88983,1.355
0.90165,1.282
0.91347,1.2006
0.92528,1.1418
0.9371,1.1417
0.94892,1.2259
0.96073,1.391
0.97255,1.5974
0.98437,1.7771
0.99619,1.8584
1.008,1.7963
1.0198,1.5907
1.0316,1.2849
1.0435,0.94478
1.0553,0.63169
1.0671,0.38386
1.0789,0.21193
1.0907,0.10631
1.1025,0.04845
1.1144,0.020057
